swimmer,team,time,scaled,meet_id,event,date,taper,snapshot
329465,184,291.86,-2.210847989631467,142919,F1500Y,1550707200,1,2196655255
329465,184,289.16,-2.517694694071268,142919,F1500Y,1550707200,1,2196655255
329465,184,59.92,0.5678947224073173,138360,F4100Y,1545264000,2,2196655255
329465,184,58.57,-0.13514231103312913,141362,F4100Y,1549065600,2,2196655255
356813,184,117.96,0.44390802934566925,119950,F1200Y,1539993600,2,2196655255
356813,184,117.27,0.30180362147118733,119951,F1200Y,1541203200,2,2196655255
356813,184,115.93,0.02583274241060063,136124,F1200Y,1542412800,1,2196655255
356813,184,114.68,-0.2316027791011428,136124,F1200Y,1542412800,1,2196655255
356813,184,113.85,-0.402539965384943,143422,F1200Y,1551484800,1,2196655255
356813,184,114.28,-0.3139821459849019,143422,F1200Y,1551484800,1,2196655255
356813,184,129.94,0.3363633748375464,132028,F4200Y,1539388800,2,2196655255
356813,184,130.88,0.6289244868760379,119951,F4200Y,1541203200,2,2196655255
356813,184,126.61,-0.7000499263200902,136124,F4200Y,1542499200,1,2196655255
356813,184,125.52,-1.039296322194513,136124,F4200Y,1542499200,1,2196655255
356813,184,134.83,1.858303627888856,119953,F4200Y,1547164800,2,2196655255
356813,184,125.29,-1.1108804240762686,142919,F4200Y,1550880000,1,2196655255
356813,184,123.89,-1.54660973987828,142919,F4200Y,1550880000,1,2196655255
356813,184,26.37,1.9942964609994056,119948,F150Y,1538179200,2,2196655255
356813,184,26.36,1.9820633063899988,138360,F150Y,1545264000,2,2196655255
356813,184,316.42,0.5803205514950355,132028,F1500Y,1539388800,2,2196655255
356813,184,315.92,0.5234970877098868,119950,F1500Y,1539993600,2,2196655255
356813,184,299.44,-1.349404278648615,136124,F1500Y,1542326400,1,2196655255
356813,184,304.31,-0.7959437413812666,136124,F1500Y,1542326400,1,2196655255
356813,184,316.2,0.5553182274295669,138360,F1500Y,1545264000,2,2196655255
356813,184,314.98,0.4166689757938076,119954,F1500Y,1547251200,2,2196655255
356813,184,315.79,0.5087229871257486,119957,F1500Y,1548460800,2,2196655255
356813,184,306.09,-0.5936522103061405,142919,F1500Y,1550707200,1,2196655255
356813,184,304.71,-0.7504849703531502,143422,F1500Y,1551398400,1,2196655255
356813,184,303.88,-0.8448119202364952,143422,F1500Y,1551398400,1,2196655255
356813,184,131.94,0.17320190271472058,119948,F5200Y,1538179200,2,2196655255
356813,184,132.86,0.3856359276289104,132028,F5200Y,1539388800,2,2196655255
356813,184,132.59,0.3232911594475708,119951,F5200Y,1541203200,2,2196655255
356813,184,132.69,0.3463818143295463,119953,F5200Y,1547164800,2,2196655255
356813,184,129.32,-0.4317732551930715,143422,F5200Y,1551398400,1,2196655255
356813,184,130.55,-0.14775820014475322,143422,F5200Y,1551398400,1,2196655255
342607,184,118.68,0.5921908897364362,136124,F1200Y,1542412800,1,2196655255
342607,184,135.33,2.013921240675288,119948,F4200Y,1538179200,2,2196655255
342607,184,130.2,0.4172845334864882,136124,F4200Y,1542499200,1,2196655255
342607,184,132.68,1.1891478929071966,136124,F4200Y,1542499200,1,2196655255
342607,184,133.41,1.416349607575384,141362,F4200Y,1549065600,2,2196655255
342607,184,130.61,0.5448909759713703,142919,F4200Y,1550880000,1,2196655255
342607,184,25.63,1.0890430199034518,119950,F150Y,1539993600,2,2196655255
342607,184,25.63,1.0890430199034518,119951,F150Y,1541203200,2,2196655255
342607,184,25.07,0.4039863617767877,136124,F150Y,1542326400,1,2196655255
342607,184,25.67,1.1379756383410742,119953,F150Y,1547164800,2,2196655255
342607,184,25.22,0.5874836809178572,141362,F150Y,1549065600,2,2196655255
342607,184,24.41,-0.4034018424439256,142919,F150Y,1550707200,1,2196655255
